eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
50.65429555194424,71.13947818343567,52.81882063176034,46.82084499311393,41.172803148140225,0.19905170174286707,0.21887343333247625,0.321261569973529,0.18940199916351927,0.2066533060643267
