eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
85.96105076730878,87.2192337598215,102.68695780836556,84.61379231790708,76.17713231323415,0.3377935326588714,0.26834570105245614,0.6245761053870313,0.34228389992054653,0.3823459914154659
