eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
81.98073994631908,76.2299249961396,87.80233978032363,80.18283635474036,65.50709015886183,0.3221524575289037,0.23453511092055132,0.5340429261348297,0.3243595775860666,0.3287912339433268
