normalized_hypervolume/MOHumanoidDefault-v5,normalized_hypervolume/MOHumanoidLight-v5,normalized_hypervolume/MOHumanoidHeavy-v5,normalized_hypervolume/MOHumanoidLowDamping-v5,normalized_hypervolume/MOHumanoidHard-v5,normalized_eum/MOHumanoidDefault-v5,normalized_eum/MOHumanoidLight-v5,normalized_eum/MOHumanoidHeavy-v5,normalized_eum/MOHumanoidLowDamping-v5,normalized_eum/MOHumanoidHard-v5,NHGR/MOHumanoidDefault-v5,NHGR/MOHumanoidLight-v5,NHGR/MOHumanoidHeavy-v5,NHGR/MOHumanoidLowDamping-v5,NHGR/MOHumanoidHard-v5
0.2841686960905171,0.0964660767627465,0.455946500528533,0.1759787576411684,0.197820508356232,0.5283324376824039,0.3130493275283559,0.7041666378623843,0.4411686255648293,0.4483782392229286,0.35833436647023503,0.11052908317993795,0.5187066285392661,0.21950867725581796,0.20670332408797903
