eum/MOSuperMarioBros-1-2-v2,eum/MOSuperMarioBros-3-2-v2,eum/MOSuperMarioBros-3-3-v2,eum/MOSuperMarioBros-4-3-v2,eum/MOSuperMarioBros-5-2-v2,eum/MOSuperMarioBros-5-3-v2,eum/MOSuperMarioBros-7-3-v2,eum/MOSuperMarioBros-8-1-v2,EUGR/MOSuperMarioBros-1-2-v2,EUGR/MOSuperMarioBros-3-2-v2,EUGR/MOSuperMarioBros-3-3-v2,EUGR/MOSuperMarioBros-4-3-v2,EUGR/MOSuperMarioBros-5-2-v2,EUGR/MOSuperMarioBros-5-3-v2,EUGR/MOSuperMarioBros-7-3-v2,EUGR/MOSuperMarioBros-8-1-v2
14.622645303979848,12.086673820494598,6.3026228587777275,14.149490552909311,12.750405447600963,7.300191395783514,12.31871709163658,11.42304298140637,0.3804823080584498,0.27173471450563036,0.27547331618219084,0.5595838180174494,0.5799119411744939,0.5587928963233585,0.7168281238066121,0.19413382215920047
