eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
126.19900448972528,112.67759492744,123.2585281068956,125.81028631751212,127.61585502066738,115.05069872700592,0.6885935854459426,0.47637480711902686,0.8037936195382515,0.7508338879631665,0.7017833323100203,0.6489822978617105
