eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
134.089910439011,128.67288461168027,118.32499103118444,128.1915218372534,134.75048689900066,118.65382771090428,0.7316496082886407,0.5439991919228536,0.7716210333154716,0.7650450655685581,0.7410180005537989,0.6693069630166001
