eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
170.61186018144755,143.82271197147003,145.61135272806447,152.04369801186428,168.56296570383935,129.44913487942586,0.9309283618913955,0.6080491575886443,0.9495608786894495,0.9073944926127652,0.92695911300788,0.7302015367120975
