eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-254.90642798367074,-215.20000937120412,-157.0606458474257,-167.64724243857862,-102.48304012799281,-213.39299679457505,-215.20000937120412,-215.20000937120412
