eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0,EUGR/MOLavaGridCheckerBoard-v0,EUGR/MOLavaGridSmiley-v0,EUGR/MOLavaGridSnake-v0,EUGR/MOLavaGridIslands-v0,EUGR/MOLavaGridLabyrinth-v0,EUGR/MOLavaGridMaze-v0,EUGR/MOLavaGridCorridor-v0,EUGR/MOLavaGridRoom-v0
7.976879908015976,196.7782714533766,132.33147008700172,-15.020993727076146,225.69545637110227,92.20929553707587,182.96139047671073,113.0957219845882,0.049051207388714504,0.8154520198315249,0.5929602524272793,0,0.9813103187003763,0.4480395375913208,0.791772719987977,0.505383995608603
