eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-19.75084667345072,172.520599594862,107.55399338959796,52.4323393963544,143.02313156824562,182.64704336003743,124.21462644221779,147.37259315344266
