eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
130.71274944282086,127.93045261665652,124.64576999856334,129.61235277844287,130.73906434839716,113.8106457288542,0.7132224312407894,0.5408603611849755,0.8128401025557322,0.7735245631592346,0.7189584415404602,0.6419873603853168
