normalized_hypervolume/MOHopperDefault-v5,normalized_hypervolume/MOHopperLight-v5,normalized_hypervolume/MOHopperHeavy-v5,normalized_hypervolume/MOHopperSlippery-v5,normalized_hypervolume/MOHopperLowDamping-v5,normalized_hypervolume/MOHopperHard-v5,normalized_eum/MOHopperDefault-v5,normalized_eum/MOHopperLight-v5,normalized_eum/MOHopperHeavy-v5,normalized_eum/MOHopperSlippery-v5,normalized_eum/MOHopperLowDamping-v5,normalized_eum/MOHopperHard-v5,NHGR/MOHopperDefault-v5,NHGR/MOHopperLight-v5,NHGR/MOHopperHeavy-v5,NHGR/MOHopperSlippery-v5,NHGR/MOHopperLowDamping-v5,NHGR/MOHopperHard-v5
0.4875856624635927,0.2097821984761431,0.494467486001761,0.4849354217538963,0.4524323916274094,0.3587297457248428,0.7490675687095327,0.5895077311089972,0.7696498631107385,0.7669021427170485,0.7333063644811578,0.6958057525980255,0.7033293238931793,0.28886992731056793,0.7166674182503296,0.7225504869433151,0.7330207969526839,0.5122726862449792
