eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
162.62351800643467,241.31189410019687,223.17089475273195,162.5742714106202,229.99397037830792,205.80615727084464,231.07816909818382,223.78176390092042
