eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
124.14891884016932,131.23487165444328,75.7376237820798,76.41874508064501,127.2761082598426,71.43980184594835,0.677407476382666,0.5548306805087043,0.4939002573698471,0.45606591608384345,0.6999150016553808,0.4029803145375072
