objective_1,objective_2,objective_3
113.9255670460322,49.94955487441075,94.08121563480866
114.99491959161604,49.4296703863929,93.70161748098931
125.72370679202749,21.36896457892514,91.40589344436376
113.11075373182756,54.49724845801696,95.23861009853256
114.78986782037948,48.96815492729032,93.96044381607862
118.24321300620552,41.272111822603314,94.85098788792676
116.23408485645024,45.92016651613853,94.88957667419648
118.87532834552742,40.86393647493969,94.14821826308616
110.59265411281132,57.06928620136629,94.72291124498469
125.12916346333198,25.587834641576592,93.1944909069498
127.40093977632203,15.156362095972025,92.33421525236795
127.88014583382756,15.096081944821586,91.6636726957028
125.61679776507542,22.983230823734484,92.94912212527318
110.64982130414016,55.99790993376215,93.55719074930796
126.47270277207764,19.731799599822676,93.44693065872586
125.24393106777158,24.30040174131879,93.2132878123072
123.51832653830206,29.424255966238864,93.60710675543548
125.45058266340614,23.703893500967144,92.1264000658751
121.3735058633647,-20.973088154792396,94.46787621079784
120.07604600047974,38.0074851376944,93.4746778986749
120.8489943990159,34.35043927740556,94.1144852208575
120.72317886252374,35.44094715057099,93.8219703582084
123.93737558160622,26.496625285837883,93.70555063586288
121.54299345762897,33.822658081569294,93.74986356706358
118.02716092943348,42.35954277541339,94.46694031248929
116.86473238820932,44.039812276322586,94.15135514048598
114.75974797613526,51.08451657781916,92.33752902871008
127.96894634701312,14.192273953192249,91.9012488188843
127.679170577685,16.503194140420117,92.15621148749052
119.9079425449272,41.77861924811092,93.82436095881712
113.5359267777288,54.87439149611115,92.19763684865757
111.76802284475586,55.68875122457151,91.61292941230931
123.97478699197625,30.5515788086506,91.17690139751478
123.75240425800318,29.49707092416611,91.63197376794416
115.7634360297622,48.162524527215886,93.37968091328489
124.26185949678984,27.09267375394029,92.41316851421772
122.72139797475756,32.08295171159049,92.79010651564506
119.01221244887468,45.052256642505505,92.6856148658444
122.53471328819916,33.29899094113406,93.29753647241766
120.80121248784538,39.46093066453011,92.24093123977582
123.56364756998664,31.17576980018445,92.0724603763362
122.72166977527134,34.96989574318741,92.5841974314232
124.27028839206103,29.501578020398934,91.27735580913576
124.79787360701084,28.49124620713822,91.70842498062
122.381753304949,36.66458027353868,92.7535942188042
120.38222996689848,38.491867667025055,92.2725858480068
120.60598664624194,40.41396401691318,92.19785633943684
119.80055230615956,42.75590505295224,92.43507290942944
150.57186553389087,296.9861340305142,-5.157594214154462
120.007985577134,43.564783500320665,91.75628592117572
118.08606652518938,42.97719044722757,92.94237873773334
119.79015574397272,44.11432991709247,92.24493512833456
152.34304030736288,236.44294227781936,-4.464927215177643
120.99089570592088,40.385017249946685,91.85475641970334
121.86328269026004,18.039311703357573,93.94490766893432
150.67416723227748,149.03380705363816,67.87564390613443
159.3098729439856,277.3453512531899,-26.76933151184221
129.87233471222984,16.98130446071809,91.13548676433864
115.07211182560908,40.62255899547972,95.0640758894915
118.62388538274293,29.482936338340853,94.20109936300044
115.19479923024484,39.6480505423696,95.3382249578123
113.66759577132082,45.01938139971705,95.5111249870303
162.41918783510724,228.96581714866625,4.325970246284366
111.41116496246713,54.63162443695243,93.1008341528456
164.7122631544868,226.76348200557672,-2.3317091464834903
111.32957923354964,55.47193822174025,93.84701379387116
157.9230676225076,236.42993179842597,5.988496434623509
110.57026295278774,55.398226784638005,94.86902809695556
160.08002131556228,271.96810826689693,-38.29811933337643
153.0952646883937,323.6295596869192,-33.330671224392326
159.59147427720018,266.51083813545966,-31.338739139596083
165.4642948321998,155.5650046741806,46.40876824131374
163.1283107548952,145.973726033951,48.59095931769116
156.0146440583776,141.60947818107297,56.79118212969906
157.58267070182046,258.6627255013188,-23.09510004528723
104.6178761491198,58.29296802973264,95.34915689224728
99.3752688894104,59.45759051619643,95.88219833193216
108.09690425529698,52.14740647726876,95.827130047602
109.42045177658171,50.03013866356923,95.90329217202816
155.758638159304,134.91180009851186,60.47142725985888
111.00596569524714,48.06600175523363,95.84173784097464
107.24019715534936,52.7006783856172,95.61174602704826
112.5313945990274,43.64128402613369,95.57540585226523
114.87232019547568,39.82916683441484,95.18531473209684
165.31510248182653,238.99623184323755,-14.18661159674688
168.595811146001,172.6664721589941,23.77135648146729
168.89616108685732,169.78166868682698,27.6194211101368
165.68117248348668,226.83256604210376,-2.779453787343973
168.9991107793321,153.63926766754363,38.677334626684704
170.01070804513924,231.2712530000746,-19.20112396280877
164.63220089469056,163.3001339319106,30.700687940256625
163.58212348955325,165.94568721461556,34.82717984757918
170.8232615980111,218.63957564344756,-32.44487361664147
172.46694077793413,241.2135443838487,-40.48881370631667
168.54621487739254,265.74844948427045,-27.533433547997515
167.78454436378524,256.14461836933634,-19.93470101170988
