objective_1,objective_2,objective_3
101.51196503922527,79.61966104016938,81.58618921219666
111.70009634011572,92.41590832277537,77.83178160709326
105.93605326382654,85.52153087978877,80.01959670726016
113.48274324338732,44.40421839222714,94.82473142029146
111.10560642824566,46.52355089467377,94.68138008604
113.99650286743054,115.21430438324752,74.39430679016975
120.85348170146852,28.00167324174892,94.08171906594968
119.47568350506845,40.49274473657609,94.11042822783322
119.03916639109472,37.22696341136899,94.97308932471304
118.43855595953876,150.89591162854867,68.64454249017125
108.28762655399078,54.808828447459746,94.6062057084952
117.48908107309217,109.29901468252886,73.43578475309546
112.58856806622012,47.12254317376634,94.33001927236062
109.09298235086924,50.9858862906846,94.75913518528492
110.44145324496276,49.47288862827312,94.25398316907255
108.8226029146596,51.83166492028977,95.22751641382638
111.51564616911372,46.44813955151221,94.36162886447224
110.17849740267413,49.38753159331645,94.353266904093
142.37751019728603,197.2024311389802,59.21194754610073
137.65769774957394,204.15297163269557,61.99810168480224
101.65429813351268,56.13984145720436,96.65484990771316
102.80995546665388,55.620489307464595,96.90326540349996
102.08404478122854,56.1568593203574,96.60634071990474
105.37012330392584,53.47941712129614,96.51754063543558
105.98142268939046,56.73991763360512,95.99595697046364
107.46983543246824,56.27047866231563,96.10608022149972
107.44116878424636,56.664958229544936,96.23918215011872
107.8658159748605,56.20700271283931,96.34457263181685
93.96245362830572,58.579794693380485,97.10572536917728
107.72148316838624,56.2151678564951,96.233845727768
93.30503284596368,58.9598696187586,97.30976790782611
103.94767842658014,58.69567149821281,96.20555313830482
107.5307141364574,56.2208130314369,95.92589558035615
100.0452881426354,61.04891180612746,96.67978608148648
101.28567221691992,61.22156790385816,96.535922407688
98.76803356777356,61.28996085969872,96.0974024034537
95.02320340850686,59.88207195058385,97.06463051739776
97.08119734978511,61.23977366920857,96.52214107572944
95.957726505756,60.49611308630968,97.0047274404448
95.07116916890908,60.54312055648188,97.01119676072268
97.68591658584894,59.7883694850722,96.86482231820747
99.78664014032012,61.43414149706526,94.09207839961648
103.6750394311918,58.840307671304494,95.36287051657564
104.20473788908204,59.18658823842088,95.258001756419
104.98262812363708,58.7993389408839,95.66438695229104
103.15129234475414,59.17937513456309,95.39680373932424
102.15368523490604,60.39194301366964,95.48995598710704
103.3500575438217,59.940659982197154,95.38125616725908
102.90086210537508,60.16331400559648,95.91434525554844
101.85501126781674,60.53942335675432,95.2664159359374
105.29929199291412,58.52707828722426,95.00280190520787
105.1694554709684,56.78644429594169,95.83320638324342
104.52361612659054,59.11192112528867,94.8198055723539
104.73473109500873,59.124016512337526,94.5767638364826
125.4745610912796,10.744935870127543,93.05327861806532
166.71738426800826,328.4946089818084,-25.521617881187694
123.77464693972918,17.956096482491073,93.9248897178956
123.44473777783666,21.257476571771804,94.16386469897286
123.21703678595075,20.92695053020695,94.2463070717252
161.39865104076185,330.2821681819199,-19.503538573770935
123.57067625919689,22.404295897116697,94.0794192903098
123.19521361043614,22.419723828157657,94.40041924038572
108.58496018666484,54.96040278898787,93.13156604137232
124.36915308203729,15.646127506793164,93.42898933496932
123.6440395551108,18.92618610120447,93.87797927168748
122.10504154301088,23.133104569795098,94.0833222712572
110.1945711107922,43.943473462814154,94.96585840789824
109.3953132762496,56.66340706877842,93.00238297825732
115.38159952761391,35.77397448178265,95.26106810162672
108.4722617072536,56.96429961793971,92.4823280364908
113.09884966983856,37.74072055720868,95.37149004201274
150.28273915775085,259.8728434925882,55.06029475198515
97.06549034758063,61.369348689516606,95.70126920944676
109.36465317519831,50.952216020058664,96.02179774937032
172.38874645701677,271.1708896132568,-6.293743209380199
103.34293326976452,56.95557870571997,96.3794714505954
