objective_1,objective_2,objective_3
118.14601112902164,99.80294332714402,91.65607129844528
96.240404990472,93.69783607080414,94.86667385098797
110.11556334914955,64.35342653245728,92.78464575233254
105.40323636293154,111.85924839499118,94.6824356440787
122.06356488485471,68.23207590922523,92.5017988663068
123.80095709263816,47.875126069520775,91.3311242485773
130.1886514890939,75.97860028534645,89.12572337942561
103.976691638989,65.01202919962998,95.05048685628452
181.48460062171824,392.99443076239186,20.848043082554664
179.2163377350987,393.4001694313695,21.3215561704324
186.45670217656152,393.4209677602973,16.613804786588858
187.7444086429406,395.90141574778414,16.07573127018053
173.72103294065155,394.5919736056639,17.59795157939186
184.2420671061327,391.1836786644615,19.821741619709567
175.04753803413618,387.8383377993912,21.586281022878257
179.66653879554897,394.0241963428512,20.94905956394924
179.32701373335294,417.58113569092853,16.906515532275908
182.43055678259407,406.0205099263276,12.664687590442368
184.8667035173446,394.4612860196183,18.365391332884972
195.98842693570657,423.8954807750431,-0.9006554802294507
188.94266835082817,400.9635450061727,15.61232846209126
202.4758924528788,437.36657046230954,-3.120125678219805
96.85623867185132,65.5108401035177,95.50351352271416
219.475259576125,435.7500225523521,-24.09886348490261
96.57591747783954,73.77707159214394,95.46057266987312
93.82334343937084,69.0711222045605,95.52652532789097
208.77011439689036,424.83486121816287,-7.799835366113034
95.2867400872589,65.99350909806162,96.24091945930074
91.0606678073879,64.34760158817396,96.33166236200243
91.7547878052992,70.34066892482952,96.01973077519384
99.0086809467848,65.28356224766435,96.07395449299172
101.72334017524736,60.04078219611407,95.6897071186516
89.9204278046127,63.892264483957355,96.55254164341508
89.45371125929887,60.64838790165231,96.7196891015883
183.16654115265555,425.7965000702745,5.200302244501056
93.8730587975236,60.93938171602834,96.41091035258916
93.3114340891322,61.46065624993389,96.4966583400904
93.54919142084084,59.68739292925299,96.5101646459613
94.12618604257902,59.83415766470716,96.34872100400752
199.94694381502632,411.2658436225543,7.511109944544763
204.1506147457937,414.4727949351879,2.757098052281858
207.92313577603636,406.1524728386846,-1.441280090704379
224.88438617810607,337.7354730668788,54.96779205593157
216.50739568751305,333.42803129643045,59.98383344867246
193.4250022428132,424.67532479878906,-0.1743834770133882
222.44254152476788,353.63652561621467,56.489395303453875
225.80793112019697,333.874304817485,51.748810882262966
203.9914768156638,452.0796873699885,-11.133494054849391
206.85203579819913,415.29436333568304,-1.9625052060838255
88.78658364992346,64.07935433399204,96.54966763847553
89.3180850957142,62.611563893302446,96.8007169101996
89.95965811380665,62.2457507777605,96.67017490200185
217.2904862090824,457.4120705865069,-23.455434550304464
214.84102066355385,449.4576352609738,-8.007112554455867
223.28522297957292,329.00384367898124,69.98463495034473
217.92685402126517,323.1803389146862,72.01416682190666
186.8394709124841,378.37587909741734,24.17650928838141
241.00767293820775,306.8315068242373,25.72760934498001
206.75804504060457,328.89447020078586,72.47178798140446
190.14966142586945,380.6115664040305,22.749674000226417
219.12207391485572,316.3193688057751,70.72918638246968
194.9804009825687,389.6144036382229,17.37063245016294
185.28808874211973,383.8101890374196,17.98000188719713
240.77174572149912,313.66908927670255,28.82524571314616
211.36480166044203,335.9011013394109,72.29565471659582
242.92296272826692,314.1456181601728,-2.0988394482964927
194.2490180802985,414.6873669820348,4.71623780873649
194.15092073399197,414.7393842355346,11.871308709662417
193.7147890376899,416.2043899727414,8.377205726274118
194.12002716674655,414.9865829844134,10.463044104655692
218.59534656846276,274.92900873279723,79.50026200657072
189.77900404630415,425.1542373657068,9.74523027734214
90.17588357713127,62.32240715392496,96.47426822761554
218.96438169231016,292.9538231879754,77.84273600919794
194.3699007990314,408.69306358516513,10.673503389089252
205.15239353617017,423.48709005827897,0.4393091144509735
190.876176065502,440.6265947608422,-0.4920216093324683
190.26075091805671,395.21435532838586,16.56401029006935
185.7560267145277,430.20472489513014,1.4390427034785442
217.16856079243976,301.85866350877285,79.14686106920878
