normalized_hypervolume/MOHopperDefault-v5,normalized_hypervolume/MOHopperLight-v5,normalized_hypervolume/MOHopperHeavy-v5,normalized_hypervolume/MOHopperSlippery-v5,normalized_hypervolume/MOHopperLowDamping-v5,normalized_hypervolume/MOHopperHard-v5,normalized_eum/MOHopperDefault-v5,normalized_eum/MOHopperLight-v5,normalized_eum/MOHopperHeavy-v5,normalized_eum/MOHopperSlippery-v5,normalized_eum/MOHopperLowDamping-v5,normalized_eum/MOHopperHard-v5,NHGR/MOHopperDefault-v5,NHGR/MOHopperLight-v5,NHGR/MOHopperHeavy-v5,NHGR/MOHopperSlippery-v5,NHGR/MOHopperLowDamping-v5,NHGR/MOHopperHard-v5
0.0899269551684512,0.0681345069970617,0.1242924944549616,0.1556357547750654,0.0845799624270595,0.1156598040701256,0.5461241261781388,0.5239269309900684,0.5724877913234774,0.6239898786198416,0.5335418049451691,0.5996687683097442,0.12971723626742546,0.09382116417194891,0.18014608367720564,0.2318962182465285,0.137034555022685,0.1651643311648245
