eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
13.94293797705054,7.9748103375768675,30.404198066386904,9.579824234079725,36.27284335132501,0.05479032925808072,0.024535942114447422,0.1849284078622574,0.03875277906318615,0.18205957393608588
