objective_1,objective_2
59.724947246132594,-49.68289522307555
53.496666552016826,-42.66438355728178
55.97553739584706,-42.885218740855635
57.857655223168365,-46.58148406280164
46.4246311659055,-38.29846023547323
50.30752019930696,-41.15009784754633
54.85612595099087,-42.68584337275805
4.57107870610825,-4.155005832057753
2.934511384981903,-3.897524776222544
2.5245363616873138,-3.8310619921971822
1.4781737085672042,-3.822817960479256
3.198455934603507,-4.006303745695836
5.370025838575155,-5.818980420237968
5.19615429275414,-5.268235169199831
12.621511047729646,-12.531721333497616
18.535988180657032,-14.289858880615952
30.082517524995847,-20.133813312978607
44.90691123448644,-33.065790941930025
34.439832997325134,-23.399054895362877
36.5553448280619,-25.38805275535873
40.55246229919988,-26.668115626233867
27.76667302193103,-20.12041306656471
79.94091227112737,-53.43758578791964
27.54738086015622,-18.80896092827898
77.26469714991526,-52.80915626908275
85.17920057526317,-55.283084617996906
82.04846372647141,-53.53046447419016
88.21457566905822,-58.54997313420798
85.87468181941755,-56.58662368136959
4.684356750899735,-4.943772010093255
121.3507250576713,-77.29849113380487
113.0031385228552,-76.16201307724403
3.204873758476729,-4.124845499177482
133.4951513791954,-85.37154084854471
124.63717278496809,-82.01899678911907
123.33406497929292,-81.49839889029165
136.47613047558784,-93.58027887446194
158.86245026104234,-101.445961255324
170.92431471525015,-107.23537176784218
3.670518926052015,-4.129750261501623
157.97779437464428,-100.31965421995528
177.6029719295948,-110.34738854841498
168.36719252469024,-105.31263752284696
171.90679258650923,-108.84716531351978
168.87461244220808,-106.1882196536708
168.0400222525653,-103.58359489062786
256.62621589613747,-150.18952725653108
267.38289521750994,-159.00763635611506
250.1853432891415,-149.902895186362
248.432288346036,-149.15238824164558
248.1646574325908,-146.75674373905576
273.91732851004537,-163.13713996330443
265.4875107859795,-154.60378965158483
234.39728279068368,-135.70346815988947
288.30103177517594,-170.0193753494165
295.2860356820747,-172.59423335688857
286.12488788281433,-167.3301872160846
324.2975765399945,-188.1531122057019
325.9704285247426,-188.6926620858773
323.4208085255911,-185.65020768771652
334.3158030800211,-193.46045699744204
341.5047390079708,-201.29978376812775
345.7012277028989,-202.17700327859075
354.87400546481757,-202.38594954014263
363.93942264892394,-205.3937257579555
369.4953783499659,-206.4642154260388
341.0325060416847,-196.54707766420992
409.8828863844101,-232.96788608795728
381.7140306230479,-214.82221692733705
394.52586433895823,-220.49236102490372
393.8217652644671,-216.69952095109176
407.733226956528,-224.60819961009415
406.98831463529496,-223.6957361212429
397.7948839148351,-222.57193209089624
390.1039867868725,-215.4916593401804
380.7197681256803,-210.97444718224537
386.83579847639584,-215.07870350159524
369.928972710409,-210.13009132823024
359.394145389883,-202.96825469564703
425.7164371896651,-249.9480079630242
431.17679353506537,-251.06049940317095
412.8707960662432,-236.7895291299501
417.9119847851883,-238.5517214549424
422.0362399894899,-248.98339700744089
439.3893746021979,-256.21869681747495
504.3701206648645,-298.72927895432076
512.321407939579,-304.0448578042672
493.1223279390639,-295.49953254853335
433.2648380124786,-256.0110767278608
312.17964186168336,-173.5363913693958
451.2839176817797,-256.87048185751064
454.7134162541479,-259.3589097669919
469.1868946617372,-261.19121879681796
460.4766758180437,-260.7301917710577
471.0150569199371,-268.6858772958955
472.7725497379336,-269.74985142663655
482.5576451001107,-274.1351466881285
483.27424078715075,-277.3831574261221
488.3715194245936,-286.97922763085626
491.2954593550724,-295.37721571266894
