objective_1,objective_2
29.919429881486348,-10.167702128833175
24.296609345977092,-9.898052064859703
22.339197476867326,-9.82231524723405
13.658228427371048,-6.936346915691132
15.156411931382126,-7.392800371383193
21.30187590952413,-9.340760973902569
20.03354047659215,-8.829867897564526
53.9596649410596,-15.675694868654093
17.060057710149838,-7.692842706204563
44.12907876415193,-14.155017310900805
36.142912766526784,-12.416241804167765
41.012028429425605,-13.26798166638009
64.90985713773625,-17.114680629281754
30.361034290797154,-11.18831942268296
71.47744195679418,-19.79249032212215
5.588596932121912,-5.113044733332411
6.506653550872973,-5.9560350106723945
71.57194052819978,-20.8861750003605
9.45171277235121,-6.151825836655367
5.942914413521229,-5.609918199727332
10.85468938194325,-6.616041182488725
89.04405977283265,-21.483841189026787
66.21171784712108,-19.700841044124143
82.19344268274169,-21.37897311218667
126.14693224125706,-25.064942319339384
128.51300649491895,-25.650424681350955
121.90460777369056,-24.779012331049653
117.83771401886042,-22.70182709689065
119.47936755901658,-23.103784349212063
110.37182726163157,-22.403794243504553
206.8913498185963,-54.604335316731486
102.12066284260555,-21.505400301407587
6.507004383220423,-6.045047353078455
3.362104848252692,-4.4630750970071915
1.0994162960245066,-3.669999546698795
-0.1149382893195749,-3.5883670237493845
791.0208144418235,-410.6279806806585
740.7150575230698,-389.1872826920953
754.6954614578668,-389.71003663959954
770.6303202067502,-392.5715280471486
774.9880034979045,-402.9535269990059
785.7718415203659,-406.3759725128281
41.69110224098521,-13.94847926588731
65.33312215565395,-17.926929865962734
58.874207482598955,-16.27879954284261
44.610663665917855,-14.675610041116338
250.80831444505503,-68.90302203986316
247.01369708542188,-61.91458439718008
141.66680886981823,-29.139633072436254
129.8235230961533,-27.589840548844904
2.164470008763774,-3.884440519386189
136.58700489380377,-27.641984701372508
222.59742722155352,-58.655138499451674
1.1749145333911526,-3.8316683261964903
225.66549164299795,-61.40319497128527
220.8064289247559,-57.69056259051862
261.4277050583526,-71.6898332418823
3.344279489717534,-4.187006240254576
151.8784956286569,-30.804341549249063
158.49586058809896,-31.96961059184112
251.15830207414788,-69.92868639085357
161.0738410614722,-32.1313941223245
139.8837813922364,-29.04032584919175
256.0605488302438,-71.45001781958513
267.9252861971181,-74.12005697505515
153.78189226274844,-31.852828016077087
264.3388958477881,-72.63463660245316
278.99247127602575,-78.2443692066701
427.662440043195,-153.62991308553197
2.4410506854938925,-3.9001472646122792
277.0749916707088,-75.30506390691085
174.3571065741368,-34.42851970075011
301.470874889259,-81.97960953447189
415.5508864065923,-147.24909665525124
423.7206144648759,-150.475150272178
150.81655845978335,-29.715828253318744
149.57976497430354,-29.14174202807222
2.482442647543941,-4.059940364729418
153.42797297547318,-31.60151899984362
328.2824424341161,-89.6029319155682
323.06970428165613,-88.11901549358738
316.8201874247073,-85.25253126165701
169.53941593913382,-32.346382813417826
314.22291049909353,-84.47249587392314
305.39009028463624,-82.15606603535555
298.97302701848093,-80.85771851495049
173.19874949688042,-34.19232587435905
170.74623490042237,-33.862288463072524
338.40037417031516,-94.50954304236296
436.8898747605369,-159.45749843397016
310.86847006410244,-82.6577296060838
180.96081144420168,-35.48149233369327
342.4833599915825,-95.7337076635866
344.55818711581134,-95.7345370916709
431.6715296792197,-156.43105305323783
443.2320531498117,-159.69107511883703
182.18042204880717,-36.93645480776306
349.08687903065584,-99.2232831503474
473.40098851012107,-165.3488658337942
184.23625288474673,-37.32547198991339
175.7357413816062,-35.293411262429764
348.75555452621,-98.13269969926093
187.6052213289901,-37.478326920027826
181.01043801099877,-36.52461652449089
356.91357421470457,-99.74100560974466
451.9303345977969,-159.74196755871708
459.549564643763,-162.1215245675121
473.6670589386388,-166.7384619598124
490.8888570709872,-175.35872494205978
364.3007030579902,-101.39986883859244
364.7720180202353,-106.27594580622204
482.5571045859251,-172.85416391963432
365.0859849867993,-107.44055241005648
386.2793876750414,-116.75372564576053
369.7164015790331,-110.3722733699542
379.0592133990722,-112.17201611090012
397.6230975992706,-117.65251072570544
196.0674989272229,-41.35452710916248
403.60402610434295,-118.25919555749988
196.8847385960883,-42.15233648741768
187.7630580266729,-41.07761180532005
495.19444439189584,-186.60801078811468
200.41918046575304,-50.74012865221683
201.1316013885686,-51.79340525483258
202.9664740853671,-52.08082488586589
505.55814635465384,-194.8983569679025
538.1631197603807,-203.17093109647644
595.6447569319085,-219.6350129425015
622.0708575018022,-225.2966869234086
640.5208454896734,-232.68215433220203
656.1095580923138,-240.14927194812245
658.4530320383492,-253.23057428371143
666.5062850630105,-253.94989572113823
681.6961592061366,-268.3138726631648
673.7165051908427,-254.41672467847124
699.8563070608265,-268.4141509431127
704.1627125048739,-275.72733722696074
709.49838848868,-280.2970718608085
724.4611618468576,-282.68897301206835
733.8432669484097,-291.78723413532197
733.7083932392416,-290.65007001786034
737.2931346381077,-292.30261699060975
725.0496471817218,-286.1210113584939
