objective_1,objective_2
19.30615484389509,-10.56013130637272
20.1231476517457,-10.863499438701334
145.39889013527014,-24.968147465622735
133.44512471296426,-22.974293357531867
123.3063431001198,-21.57640536263587
107.66707396816734,-20.245375322979555
115.4884019415925,-21.363523219722385
103.38409517780384,-20.013752287602113
2.9474909050130016,-5.1402281122479225
4.707562909976167,-5.85560978151626
3.5638040834524953,-5.8272238193889905
287.56824397600576,-64.11014031175897
297.06056280861475,-68.3728745257494
265.1272720671744,-59.31794275421987
273.36439460357605,-59.444742422797766
265.0140909156471,-57.48072211956895
262.10726588918624,-54.73747824034039
2.8753849590791796,-4.790020233014872
2.8227843796168113,-4.4338631751055475
346.8923030034687,-98.42476792691934
490.1573319426146,-167.4156728453655
482.66093699073343,-167.32395024232832
474.74073424633144,-161.07890485592438
466.6712716214679,-151.81760679751278
462.4104837952424,-148.93731952449784
464.8103892309543,-149.2045682963916
156.37757019307415,-27.062163733764276
157.8963484801849,-27.18931568696492
37.513435253662045,-11.843194028142475
16.047777542781745,-8.419068064144824
8.213365204738347,-6.752762135895144
7.670881319832354,-6.728021175252782
215.08568789082105,-39.451723169774674
11.9988200618442,-7.173152020215251
5.440017343511758,-6.063957996590204
223.45889089639,-43.720966786207555
5.9114476936085465,-6.305487829833979
15.619461813813404,-8.316717379910253
-0.2776731312929907,-3.4672513178431266
0.4492035869899619,-3.504532362156654
2.016344529778055,-3.5843866998900964
382.11684498553706,-107.40250958043772
387.91654310233326,-109.44778629631467
415.4973944917001,-114.59895473509869
377.9882282488058,-105.75271090544796
367.7890547532928,-101.14536692065026
-0.4585018013491968,-3.402468976618716
338.6643169840051,-90.1478605402687
-0.0023897448726799,-3.4751786509365368
177.88284167679134,-29.921768936915367
186.21562530345304,-31.8948258080084
78.81961802460773,-16.592496590765638
52.01233959872972,-12.487863974526656
58.664765911520966,-13.92967376324892
47.47575388077278,-12.32790112432671
93.71112952656404,-19.237308720415076
85.11675303411054,-17.651629129918394
134.1965762402639,-23.81336500786095
209.68638224695073,-37.44356886238025
3.5390142986842483,-5.618500975005968
250.21669217900248,-50.06230150299613
243.5827172173061,-48.636948496983486
237.7682699638705,-46.60388861027453
261.0683370202484,-54.01731232147267
249.31446517732303,-48.866646032530035
236.9556670329524,-45.47535544873771
225.76321492539375,-43.92843550266033
169.91268167992044,-28.493518071472103
174.23723216111102,-29.31081852635968
170.22868066839024,-28.712885786269908
162.84267028421286,-27.257048885312447
165.1234680956853,-28.08925063818981
174.27617041797808,-29.5127801356392
182.27409031061083,-30.13243368939523
207.37146691901097,-35.5464899507532
206.9116972797856,-35.21490126067193
192.81919582619835,-32.58750195016186
194.32160206998375,-32.738661086247625
196.19971549571832,-33.303118370078515
200.05760449188045,-33.88425041415576
200.98165787368148,-35.13486751393384
208.58293804467635,-36.09811892338735
210.9794417484251,-37.844939148385265
223.20304409250093,-43.153018266119034
218.62745535042143,-39.82152848862961
217.68268398846945,-39.64263427865884
297.2463280761149,-70.44130294962649
303.30823006302916,-74.79126729147129
299.29362412174913,-72.34183317682103
326.04833358789864,-83.57924329135221
562.5901172512677,-190.31621628393592
530.1034759512501,-185.67013020434263
491.08204829472623,-172.9452095768696
527.426897208963,-185.6178806464307
592.0996347597824,-199.55983047634268
591.2929688332079,-197.68212086465303
624.9993055772696,-205.86047740471017
586.2270083843129,-195.27187186171977
620.3966421112613,-202.59620683029183
610.8945127394885,-200.20586212022135
605.5673617579159,-200.0588034624376
402.0553286010788,-110.34494472983594
344.9730763369783,-91.12575411517204
327.81736945726635,-87.05956162387156
430.17060075709014,-126.61779362118736
437.98652832056786,-127.02813536411212
428.1595798132087,-125.5820700269084
441.6136128186772,-129.6455180100596
461.44664766727755,-130.7872705500425
421.1038659391051,-125.42173033017814
415.78543611749774,-119.09343360854594
661.2739728717715,-222.58825494273609
647.1620420850037,-218.42596330848573
664.4220539483067,-223.23896875204568
667.5151325294186,-226.26447112669788
650.4402232795061,-218.7503044393737
686.7911298278583,-228.82661297936465
751.9976849187029,-280.634150695297
749.273637038772,-256.1377937654045
694.9119467102864,-243.63018569747143
710.138387206806,-249.62921749199023
718.3843498608427,-250.5372955388751
720.0399558180264,-253.90937011722417
796.273461873158,-314.5606281158992
815.8532193754314,-332.57545283397604
815.9198461032065,-338.25831998203165
812.5451598398116,-331.3968243629327
836.3096779666181,-353.4363536973348
831.7441645264626,-352.4056677040401
822.7049454104854,-345.06759100976586
796.1876894434196,-306.62773307513515
786.3637242106488,-298.97494279006304
773.4554820439662,-292.37026055625756
