eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0,EUGR/MOLavaGridCheckerBoard-v0,EUGR/MOLavaGridSmiley-v0,EUGR/MOLavaGridSnake-v0,EUGR/MOLavaGridIslands-v0,EUGR/MOLavaGridLabyrinth-v0,EUGR/MOLavaGridMaze-v0,EUGR/MOLavaGridCorridor-v0,EUGR/MOLavaGridRoom-v0
-2.7736589382406076,206.8499130654469,186.6777258248889,-7.1375278340245965,213.75454478398063,-90.6459231490832,213.63916110298976,62.310593412058715,0,0.8571890492043432,0.836478816073769,0,0.9293919507210745,0,0.9245319968422272,0.27844357076230214
