eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-60.194822268739756,155.48507438709893,137.52504600325605,127.68199682369367,204.65631908138394,-57.391811240656736,209.35998417413765,132.1686863050118
