normalized_hypervolume/MOSuperMarioBros-1-2-v2,normalized_hypervolume/MOSuperMarioBros-3-2-v2,normalized_hypervolume/MOSuperMarioBros-3-3-v2,normalized_hypervolume/MOSuperMarioBros-4-3-v2,normalized_hypervolume/MOSuperMarioBros-5-2-v2,normalized_hypervolume/MOSuperMarioBros-5-3-v2,normalized_hypervolume/MOSuperMarioBros-7-3-v2,normalized_hypervolume/MOSuperMarioBros-8-1-v2,normalized_eum/MOSuperMarioBros-1-2-v2,normalized_eum/MOSuperMarioBros-3-2-v2,normalized_eum/MOSuperMarioBros-3-3-v2,normalized_eum/MOSuperMarioBros-4-3-v2,normalized_eum/MOSuperMarioBros-5-2-v2,normalized_eum/MOSuperMarioBros-5-3-v2,normalized_eum/MOSuperMarioBros-7-3-v2,normalized_eum/MOSuperMarioBros-8-1-v2,NHGR/MOSuperMarioBros-1-2-v2,NHGR/MOSuperMarioBros-3-2-v2,NHGR/MOSuperMarioBros-3-3-v2,NHGR/MOSuperMarioBros-4-3-v2,NHGR/MOSuperMarioBros-5-2-v2,NHGR/MOSuperMarioBros-5-3-v2,NHGR/MOSuperMarioBros-7-3-v2,NHGR/MOSuperMarioBros-8-1-v2
0.025075211321133,0.0063574408508992,0.0024736678488626,0.0601295766511663,0.0053840240570184,0.0074541622563703,0.0790007635009483,0.024617635625586,0.3521874994812746,0.2206389107213194,0.1609778351380951,0.4085472511335109,0.2304944981884304,0.2744481442736692,0.5446063848242979,0.3819754569999304,0.027037872135744535,0.007363027886196618,0.002696621950907482,0.06962740335287754,0.005397680792016389,0.00835465452922368,0.08303016074376116,0.031801760221139654
