eum/MOHalfCheetahDefault-v5,eum/MOHalfCheetahLight-v5,eum/MOHalfCheetahHeavy-v5,eum/MOHalfCheetahSlippery-v5,eum/MOHalfCheetahHard-v5,EUGR/MOHalfCheetahDefault-v5,EUGR/MOHalfCheetahLight-v5,EUGR/MOHalfCheetahHeavy-v5,EUGR/MOHalfCheetahSlippery-v5,EUGR/MOHalfCheetahHard-v5
0.4587123603651713,0.6048767162931683,0.6428808384983645,0.9265888855892412,2.029393285321061,0.001509550161274202,0.001430297267698461,0.012039747292299851,0.003479657823321815,0.014276649962351036
