eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-254.90642798367074,-225.17586982591652,-215.20000937120412,-215.20000937120412,-215.20000937120412,-225.22599977795025,-215.20000937120412,-215.20000937120412
