eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-215.20000937120412,-224.8803101136313,-147.3803451049985,-215.20000937120412,-94.83058250663613,-213.39299679457505,-215.20000937120412,-225.07636061788074
