normalized_hypervolume/MOLunarLanderDefault-v0,normalized_hypervolume/MOLunarLanderHighGravity-v0,normalized_hypervolume/MOLunarLanderWindy-v0,normalized_hypervolume/MOLunarLanderTurbulent-v0,normalized_hypervolume/MOLunarLanderHard-v0,normalized_hypervolume/MOLunarLanderLowMainEngine-v0,normalized_hypervolume/MOLunarLanderStartLow-v0,normalized_hypervolume/MOLunarLanderStartRight-v0,normalized_eum/MOLunarLanderDefault-v0,normalized_eum/MOLunarLanderHighGravity-v0,normalized_eum/MOLunarLanderWindy-v0,normalized_eum/MOLunarLanderTurbulent-v0,normalized_eum/MOLunarLanderHard-v0,normalized_eum/MOLunarLanderLowMainEngine-v0,normalized_eum/MOLunarLanderStartLow-v0,normalized_eum/MOLunarLanderStartRight-v0,NHGR/MOLunarLanderDefault-v0,NHGR/MOLunarLanderHighGravity-v0,NHGR/MOLunarLanderWindy-v0,NHGR/MOLunarLanderTurbulent-v0,NHGR/MOLunarLanderHard-v0,NHGR/MOLunarLanderLowMainEngine-v0,NHGR/MOLunarLanderStartLow-v0,NHGR/MOLunarLanderStartRight-v0
0.0698327559667714,0.1011195690542322,0.1002764064923782,0.1747396387247507,0.2721001690582443,0.2813067630386412,0.0727240583250731,0.0937133191775213,0.6087978670928557,0.736671116751664,0.628291839880054,0.7173935929590622,0.7853901522203504,0.7658018054697565,0.5876901651394526,0.627304418733532,0.12946917689758383,0.24435369160146614,0.16434666086498229,0.2765500595737989,0.4871209369530662,0.5826018092094287,0.12095056227958192,0.1746091717940326
