normalized_hypervolume/MOHopperDefault-v5,normalized_hypervolume/MOHopperLight-v5,normalized_hypervolume/MOHopperHeavy-v5,normalized_hypervolume/MOHopperSlippery-v5,normalized_hypervolume/MOHopperLowDamping-v5,normalized_hypervolume/MOHopperHard-v5,normalized_eum/MOHopperDefault-v5,normalized_eum/MOHopperLight-v5,normalized_eum/MOHopperHeavy-v5,normalized_eum/MOHopperSlippery-v5,normalized_eum/MOHopperLowDamping-v5,normalized_eum/MOHopperHard-v5,NHGR/MOHopperDefault-v5,NHGR/MOHopperLight-v5,NHGR/MOHopperHeavy-v5,NHGR/MOHopperSlippery-v5,NHGR/MOHopperLowDamping-v5,NHGR/MOHopperHard-v5
0.0536270176687043,0.0287633021420842,0.0656552154584966,0.0847177080014097,0.0448541961120761,0.0467476748343008,0.4260803889907907,0.3591564640483722,0.4377796423953934,0.4675242919241231,0.3987518035553281,0.4174531749434012,0.07735554382129453,0.039607045113223306,0.09515884277402684,0.12622880990575594,0.07267176088449212,0.06675654095727715
