normalized_hypervolume/MOHalfCheetahDefault-v5,normalized_hypervolume/MOHalfCheetahLight-v5,normalized_hypervolume/MOHalfCheetahHeavy-v5,normalized_hypervolume/MOHalfCheetahSlippery-v5,normalized_hypervolume/MOHalfCheetahHard-v5,normalized_eum/MOHalfCheetahDefault-v5,normalized_eum/MOHalfCheetahLight-v5,normalized_eum/MOHalfCheetahHeavy-v5,normalized_eum/MOHalfCheetahSlippery-v5,normalized_eum/MOHalfCheetahHard-v5,NHGR/MOHalfCheetahDefault-v5,NHGR/MOHalfCheetahLight-v5,NHGR/MOHalfCheetahHeavy-v5,NHGR/MOHalfCheetahSlippery-v5,NHGR/MOHalfCheetahHard-v5
0.2591809081372804,0.169209291210211,0.3719926748239363,0.1985743061733202,0.0275162827179012,0.5586804573964803,0.5309619645128327,0.6368748725232308,0.5394739923293649,0.495189112623103,0.060559132085934476,0.060559132085934476,0.060559132085934476,0.060559132085934476,0.060559132085934476
