normalized_hypervolume/MOHalfCheetahDefault-v5,normalized_hypervolume/MOHalfCheetahLight-v5,normalized_hypervolume/MOHalfCheetahHeavy-v5,normalized_hypervolume/MOHalfCheetahSlippery-v5,normalized_hypervolume/MOHalfCheetahHard-v5,normalized_eum/MOHalfCheetahDefault-v5,normalized_eum/MOHalfCheetahLight-v5,normalized_eum/MOHalfCheetahHeavy-v5,normalized_eum/MOHalfCheetahSlippery-v5,normalized_eum/MOHalfCheetahHard-v5
0.20430139961164523,0.10296573048933898,0.2418994024035104,0.14503853195415334,0.01921575231732859,0.545014199890606,0.5117571304411056,0.6136284713137674,0.5181034703126559,0.49400280212613745
