normalized_hypervolume/MOLavaGridCheckerBoard-v0,normalized_hypervolume/MOLavaGridSmiley-v0,normalized_hypervolume/MOLavaGridSnake-v0,normalized_hypervolume/MOLavaGridIslands-v0,normalized_hypervolume/MOLavaGridLabyrinth-v0,normalized_hypervolume/MOLavaGridMaze-v0,normalized_hypervolume/MOLavaGridCorridor-v0,normalized_hypervolume/MOLavaGridRoom-v0,normalized_eum/MOLavaGridCheckerBoard-v0,normalized_eum/MOLavaGridSmiley-v0,normalized_eum/MOLavaGridSnake-v0,normalized_eum/MOLavaGridIslands-v0,normalized_eum/MOLavaGridLabyrinth-v0,normalized_eum/MOLavaGridMaze-v0,normalized_eum/MOLavaGridCorridor-v0,normalized_eum/MOLavaGridRoom-v0,NHGR/MOLavaGridCheckerBoard-v0,NHGR/MOLavaGridSmiley-v0,NHGR/MOLavaGridSnake-v0,NHGR/MOLavaGridIslands-v0,NHGR/MOLavaGridLabyrinth-v0,NHGR/MOLavaGridMaze-v0,NHGR/MOLavaGridCorridor-v0,NHGR/MOLavaGridRoom-v0
0.0,0.5482023324540051,0.0,0.0,0.7615483055087224,0.0,0.6479970150991352,0.5328675810368092,0.4310388228278198,0.7451945694528803,0.3540724529008512,0.3195338331538997,0.8748147828958898,0.1472884335822808,0.8135099803092848,0.7300135611211729,0.0,0.5532617415127894,0.0,0.0,0.7748849522365009,0.0,0.6974375840260416,0.5544937738093921
