eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
107.8664485680927,101.97893672077822,96.09997146271988,102.45476151291145,73.37165290333054,0.4238732355170259,0.3137565888537714,0.5845118716634204,0.4144550713943968,0.3682648128018556
