eum/MOSuperMarioBros-1-2-v2,eum/MOSuperMarioBros-3-2-v2,eum/MOSuperMarioBros-3-3-v2,eum/MOSuperMarioBros-4-3-v2,eum/MOSuperMarioBros-5-2-v2,eum/MOSuperMarioBros-5-3-v2,eum/MOSuperMarioBros-7-3-v2,eum/MOSuperMarioBros-8-1-v2,EUGR/MOSuperMarioBros-1-2-v2,EUGR/MOSuperMarioBros-3-2-v2,EUGR/MOSuperMarioBros-3-3-v2,EUGR/MOSuperMarioBros-4-3-v2,EUGR/MOSuperMarioBros-5-2-v2,EUGR/MOSuperMarioBros-5-3-v2,EUGR/MOSuperMarioBros-7-3-v2,EUGR/MOSuperMarioBros-8-1-v2
15.56909420316007,19.23955140103893,5.8354869006060195,10.480294858740042,14.923498283157114,7.217358596378484,16.33268027648285,12.194231102662457,0.4051089781399199,0.4325469591404741,0.25505586548128356,0.4144745274801829,0.6787482087581936,0.5524524625757115,0.9504012854774517,0.20724011072231893
