normalized_hypervolume/MOSuperMarioBros-1-2-v2,normalized_hypervolume/MOSuperMarioBros-3-2-v2,normalized_hypervolume/MOSuperMarioBros-3-3-v2,normalized_hypervolume/MOSuperMarioBros-4-3-v2,normalized_hypervolume/MOSuperMarioBros-5-2-v2,normalized_hypervolume/MOSuperMarioBros-5-3-v2,normalized_hypervolume/MOSuperMarioBros-7-3-v2,normalized_hypervolume/MOSuperMarioBros-8-1-v2,normalized_eum/MOSuperMarioBros-1-2-v2,normalized_eum/MOSuperMarioBros-3-2-v2,normalized_eum/MOSuperMarioBros-3-3-v2,normalized_eum/MOSuperMarioBros-4-3-v2,normalized_eum/MOSuperMarioBros-5-2-v2,normalized_eum/MOSuperMarioBros-5-3-v2,normalized_eum/MOSuperMarioBros-7-3-v2,normalized_eum/MOSuperMarioBros-8-1-v2,NHGR/MOSuperMarioBros-1-2-v2,NHGR/MOSuperMarioBros-3-2-v2,NHGR/MOSuperMarioBros-3-3-v2,NHGR/MOSuperMarioBros-4-3-v2,NHGR/MOSuperMarioBros-5-2-v2,NHGR/MOSuperMarioBros-5-3-v2,NHGR/MOSuperMarioBros-7-3-v2,NHGR/MOSuperMarioBros-8-1-v2
0.1265855816451986,0.1417082421849372,0.009764496115067,0.0807791702377769,0.2471777071242483,0.1600003239325343,0.3724264191273969,0.0527277212410673,0.5462613864250118,0.6405617775532018,0.2463270028044985,0.5734822288461303,0.6341090778491818,0.5677608766654659,0.7604151798000969,0.4892329031884898,0.13649355640194394,0.16412291728424294,0.010644579697936262,0.09353872390098325,0.24780468063102642,0.17932899567323266,0.3914218556254832,0.06811516643672799
