eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
156.49635415885922,136.4347511137166,140.08244702240052,142.28460631806394,159.37610502970577,131.54067616820518,0.8539083652457861,0.576814568042412,0.913505774044786,0.8491523808274651,0.8764388567566703,0.7419995812844772
