eum/MOHalfCheetahDefault-v5,eum/MOHalfCheetahLight-v5,eum/MOHalfCheetahHeavy-v5,eum/MOHalfCheetahSlippery-v5,eum/MOHalfCheetahHard-v5,EUGR/MOHalfCheetahDefault-v5,EUGR/MOHalfCheetahLight-v5,EUGR/MOHalfCheetahHeavy-v5,EUGR/MOHalfCheetahSlippery-v5,EUGR/MOHalfCheetahHard-v5
75.04707582994156,50.82447450782127,11.549337275857273,36.482882052081465,0.4697495279400337,0.24696811163331173,0.12018003844855199,0.21629374196259246,0.13700568604286992,0.0033046574209584533
