normalized_hypervolume/MOSuperMarioBros-1-2-v2,normalized_hypervolume/MOSuperMarioBros-3-2-v2,normalized_hypervolume/MOSuperMarioBros-3-3-v2,normalized_hypervolume/MOSuperMarioBros-4-3-v2,normalized_hypervolume/MOSuperMarioBros-5-2-v2,normalized_hypervolume/MOSuperMarioBros-5-3-v2,normalized_hypervolume/MOSuperMarioBros-7-3-v2,normalized_hypervolume/MOSuperMarioBros-8-1-v2,normalized_eum/MOSuperMarioBros-1-2-v2,normalized_eum/MOSuperMarioBros-3-2-v2,normalized_eum/MOSuperMarioBros-3-3-v2,normalized_eum/MOSuperMarioBros-4-3-v2,normalized_eum/MOSuperMarioBros-5-2-v2,normalized_eum/MOSuperMarioBros-5-3-v2,normalized_eum/MOSuperMarioBros-7-3-v2,normalized_eum/MOSuperMarioBros-8-1-v2,NHGR/MOSuperMarioBros-1-2-v2,NHGR/MOSuperMarioBros-3-2-v2,NHGR/MOSuperMarioBros-3-3-v2,NHGR/MOSuperMarioBros-4-3-v2,NHGR/MOSuperMarioBros-5-2-v2,NHGR/MOSuperMarioBros-5-3-v2,NHGR/MOSuperMarioBros-7-3-v2,NHGR/MOSuperMarioBros-8-1-v2
0.1101269997218126,0.1240382671774749,0.0394403801303543,0.1464112431038245,0.4077757004631462,0.0809159639831761,0.1641898252745197,0.0775161114054153,0.5171507159865234,0.5086268163274426,0.387824173586895,0.5501886479458222,0.7448290862157623,0.5919122980139803,0.6166085269785917,0.4413169409805536,0.11874674550248229,0.1436579972354878,0.04299518015749423,0.1695377756960886,0.40881003549227474,0.090690932358068,0.1725642510387863,0.10013751221616295
