eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
53.42328760472426,62.865266130211715,49.958990641066414,52.64561688682315,56.07322231971757,49.506031851579,0.291499392620343,0.26577980339881124,0.3257926127515867,0.3141882461947045,0.3083570831110215,0.27925548184012217
