normalized_hypervolume/MOLunarLanderDefault-v0,normalized_hypervolume/MOLunarLanderHighGravity-v0,normalized_hypervolume/MOLunarLanderWindy-v0,normalized_hypervolume/MOLunarLanderTurbulent-v0,normalized_hypervolume/MOLunarLanderHard-v0,normalized_hypervolume/MOLunarLanderLowMainEngine-v0,normalized_hypervolume/MOLunarLanderStartLow-v0,normalized_hypervolume/MOLunarLanderStartRight-v0,normalized_eum/MOLunarLanderDefault-v0,normalized_eum/MOLunarLanderHighGravity-v0,normalized_eum/MOLunarLanderWindy-v0,normalized_eum/MOLunarLanderTurbulent-v0,normalized_eum/MOLunarLanderHard-v0,normalized_eum/MOLunarLanderLowMainEngine-v0,normalized_eum/MOLunarLanderStartLow-v0,normalized_eum/MOLunarLanderStartRight-v0,NHGR/MOLunarLanderDefault-v0,NHGR/MOLunarLanderHighGravity-v0,NHGR/MOLunarLanderWindy-v0,NHGR/MOLunarLanderTurbulent-v0,NHGR/MOLunarLanderHard-v0,NHGR/MOLunarLanderLowMainEngine-v0,NHGR/MOLunarLanderStartLow-v0,NHGR/MOLunarLanderStartRight-v0
0.3639299331580632,0.2837991260872614,0.4415867504356517,0.4835698885578862,0.3860894362965207,0.4886524062508975,0.3560898389764739,0.3455634033381957,0.8135177078999279,0.8222365800808475,0.8409329617354199,0.8618960592287249,0.8499672237635691,0.8767135208462301,0.8248584258348477,0.8123329667084543,0.6747221735998394,0.6857956850617121,0.7237326351721006,0.7653173742646441,0.6911875454078994,1.01202606322411,0.5922285862229074,0.6438630088953544
