eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0,EUGR/MOLavaGridCheckerBoard-v0,EUGR/MOLavaGridSmiley-v0,EUGR/MOLavaGridSnake-v0,EUGR/MOLavaGridIslands-v0,EUGR/MOLavaGridLabyrinth-v0,EUGR/MOLavaGridMaze-v0,EUGR/MOLavaGridCorridor-v0,EUGR/MOLavaGridRoom-v0
-18.566986985755648,208.14898818836397,185.64628669554656,-16.11614313796133,158.96153983793153,127.40412874864276,189.4872326504332,72.29112919786873,0,0.8625724354139664,0.8318570703461947,0,0.691155248880925,0.6190491598411053,0.8200135624664792,0.3230429858881428
