eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
81.6632997081436,190.1359049806244,221.58407443102402,74.94948352163958,75.1202438032074,192.90549436636374,138.84925210527024,117.41037484891174
