eum/MOLunarLanderDefault-v0,eum/MOLunarLanderHighGravity-v0,eum/MOLunarLanderWindy-v0,eum/MOLunarLanderTurbulent-v0,eum/MOLunarLanderHard-v0,eum/MOLunarLanderLowMainEngine-v0,eum/MOLunarLanderStartLow-v0,eum/MOLunarLanderStartRight-v0,EUGR/MOLunarLanderDefault-v0,EUGR/MOLunarLanderHighGravity-v0,EUGR/MOLunarLanderWindy-v0,EUGR/MOLunarLanderTurbulent-v0,EUGR/MOLunarLanderHard-v0,EUGR/MOLunarLanderLowMainEngine-v0,EUGR/MOLunarLanderStartLow-v0,EUGR/MOLunarLanderStartRight-v0
-4.402145357098818,1.9969408260795145,-1.335871725085257,-13.480962477036282,5.998866421179608,2.2069061434845576,-13.019602239505945,-5.874857101285289,-0.20885366446014164,0.1120177266596306,-0.06712821867623879,-1.023836383346196,0.5448380233419106,0.13721460499348587,-0.582521229271375,-0.2230964092728601
