cardinality/MOLavaGridCheckerBoard-v0,cardinality/MOLavaGridSmiley-v0,cardinality/MOLavaGridSnake-v0,cardinality/MOLavaGridIslands-v0,cardinality/MOLavaGridLabyrinth-v0,cardinality/MOLavaGridMaze-v0,cardinality/MOLavaGridCorridor-v0,cardinality/MOLavaGridRoom-v0
2,1,3,2,2,1,1,1
