eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
138.95934838308585,150.79526848840314,142.20832480288266,149.7009934728945,132.8930344505931,0.546056251840847,0.46394883666766007,0.8649581558814333,0.6055778669671856,0.6670127565355243
