normalized_hypervolume/MOLavaGridCheckerBoard-v0,normalized_hypervolume/MOLavaGridSmiley-v0,normalized_hypervolume/MOLavaGridSnake-v0,normalized_hypervolume/MOLavaGridIslands-v0,normalized_hypervolume/MOLavaGridLabyrinth-v0,normalized_hypervolume/MOLavaGridMaze-v0,normalized_hypervolume/MOLavaGridCorridor-v0,normalized_hypervolume/MOLavaGridRoom-v0,normalized_eum/MOLavaGridCheckerBoard-v0,normalized_eum/MOLavaGridSmiley-v0,normalized_eum/MOLavaGridSnake-v0,normalized_eum/MOLavaGridIslands-v0,normalized_eum/MOLavaGridLabyrinth-v0,normalized_eum/MOLavaGridMaze-v0,normalized_eum/MOLavaGridCorridor-v0,normalized_eum/MOLavaGridRoom-v0,NHGR/MOLavaGridCheckerBoard-v0,NHGR/MOLavaGridSmiley-v0,NHGR/MOLavaGridSnake-v0,NHGR/MOLavaGridIslands-v0,NHGR/MOLavaGridLabyrinth-v0,NHGR/MOLavaGridMaze-v0,NHGR/MOLavaGridCorridor-v0,NHGR/MOLavaGridRoom-v0
0.0,0.7356221202508509,0.9504769115786234,0.0,0.3277029145379423,0.3966427151559741,0.4834871550481789,0.0,0.3188735465025755,0.8648499595629532,0.975125113004062,0.3648158733090172,0.5813257170079643,0.6752568090487218,0.7389737063696897,0.3204313475072158,0.0,0.742411243533816,0.9575304463127492,0.0,0.33344182561061075,0.4179117756608531,0.5203760286964262,0.0
