eum/MOSuperMarioBros-1-2-v2,eum/MOSuperMarioBros-3-2-v2,eum/MOSuperMarioBros-3-3-v2,eum/MOSuperMarioBros-4-3-v2,eum/MOSuperMarioBros-5-2-v2,eum/MOSuperMarioBros-5-3-v2,eum/MOSuperMarioBros-7-3-v2,eum/MOSuperMarioBros-8-1-v2,EUGR/MOSuperMarioBros-1-2-v2,EUGR/MOSuperMarioBros-3-2-v2,EUGR/MOSuperMarioBros-3-3-v2,EUGR/MOSuperMarioBros-4-3-v2,EUGR/MOSuperMarioBros-5-2-v2,EUGR/MOSuperMarioBros-5-3-v2,EUGR/MOSuperMarioBros-7-3-v2,EUGR/MOSuperMarioBros-8-1-v2
11.416888140830238,6.757079819373504,3.613890664084439,11.436820294390117,4.807975882240438,3.8755151752069072,9.136783097023802,9.326578420701244,0.29706827050547047,0.1519138501525376,0.15795494476854424,0.4523031795655979,0.21867560513652629,0.29665117420754494,0.5316708741946939,0.15850455254571194
