normalized_hypervolume/MOLavaGridCheckerBoard-v0,normalized_hypervolume/MOLavaGridSmiley-v0,normalized_hypervolume/MOLavaGridSnake-v0,normalized_hypervolume/MOLavaGridIslands-v0,normalized_hypervolume/MOLavaGridLabyrinth-v0,normalized_hypervolume/MOLavaGridMaze-v0,normalized_hypervolume/MOLavaGridCorridor-v0,normalized_hypervolume/MOLavaGridRoom-v0,normalized_eum/MOLavaGridCheckerBoard-v0,normalized_eum/MOLavaGridSmiley-v0,normalized_eum/MOLavaGridSnake-v0,normalized_eum/MOLavaGridIslands-v0,normalized_eum/MOLavaGridLabyrinth-v0,normalized_eum/MOLavaGridMaze-v0,normalized_eum/MOLavaGridCorridor-v0,normalized_eum/MOLavaGridRoom-v0
0.9999614777413075,0.9908553064866724,0.9926336183237958,0.9949167539152627,0.9827888686065129,0.9491063383623355,0.929111120393735,0.9609983127060018,0.9999806507053103,0.9721237018338656,0.9815674375807893,0.9919618969413196,0.9646250996670918,0.9345803060786604,0.913952481610937,0.9317926331221719
