eum/MOHopperDefault-v5,eum/MOHopperLight-v5,eum/MOHopperHeavy-v5,eum/MOHopperSlippery-v5,eum/MOHopperLowDamping-v5,eum/MOHopperHard-v5,EUGR/MOHopperDefault-v5,EUGR/MOHopperLight-v5,EUGR/MOHopperHeavy-v5,EUGR/MOHopperSlippery-v5,EUGR/MOHopperLowDamping-v5,EUGR/MOHopperHard-v5
140.1289752019807,130.0489053648713,125.22776591523508,131.3737300560967,139.4062397109226,115.66423110413102,0.7646012252581084,0.549816689370463,0.8166354148282621,0.7840364361408535,0.7666208515650088,0.6524431343131604
