eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
158.36490341699562,121.99113937152488,151.17252165646804,146.61362654209827,92.35584017979764,0.6223125438428457,0.37532773914278333,0.9194813716649174,0.5930886974759014,0.4635496795987732
