eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-215.20000937120412,-215.20000937120412,-215.20000937120412,-215.20000937120412,-104.51088324906328,-222.52980291558595,-207.92172258706466,-215.20000937120412
