eum/MOSuperMarioBros-1-2-v2,eum/MOSuperMarioBros-3-2-v2,eum/MOSuperMarioBros-3-3-v2,eum/MOSuperMarioBros-4-3-v2,eum/MOSuperMarioBros-5-2-v2,eum/MOSuperMarioBros-5-3-v2,eum/MOSuperMarioBros-7-3-v2,eum/MOSuperMarioBros-8-1-v2,EUGR/MOSuperMarioBros-1-2-v2,EUGR/MOSuperMarioBros-3-2-v2,EUGR/MOSuperMarioBros-3-3-v2,EUGR/MOSuperMarioBros-4-3-v2,EUGR/MOSuperMarioBros-5-2-v2,EUGR/MOSuperMarioBros-5-3-v2,EUGR/MOSuperMarioBros-7-3-v2,EUGR/MOSuperMarioBros-8-1-v2
22.875453385245113,9.883656188452305,3.30405913382535,4.220435748635585,2.6415472759126395,4.283787812387096,3.287984892590342,3.870119332424719,0.5952209823165615,0.22220608684639684,0.14441291298103123,0.16690972308068297,0.12014243898157145,0.3279023890114833,0.19132836837856917,0.06577240928172745
