eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-210.14712029778676,-224.8803101136313,101.85141923041421,-166.85652128654525,-104.51088324906328,-56.34997819936702,-294.36566977572596,-225.07636061788074
