eum/MOLavaGridCheckerBoard-v0,eum/MOLavaGridSmiley-v0,eum/MOLavaGridSnake-v0,eum/MOLavaGridIslands-v0,eum/MOLavaGridLabyrinth-v0,eum/MOLavaGridMaze-v0,eum/MOLavaGridCorridor-v0,eum/MOLavaGridRoom-v0
-254.90642798367074,-224.8803101136313,-157.0606458474257,-167.64724243857862,85.68147701393323,-230.35022392625226,-294.36566977572596,-225.07636061788074
