eum/MOHalfCheetahDefault-v5,eum/MOHalfCheetahLight-v5,eum/MOHalfCheetahHeavy-v5,eum/MOHalfCheetahSlippery-v5,eum/MOHalfCheetahHard-v5,EUGR/MOHalfCheetahDefault-v5,EUGR/MOHalfCheetahLight-v5,EUGR/MOHalfCheetahHeavy-v5,EUGR/MOHalfCheetahSlippery-v5,EUGR/MOHalfCheetahHard-v5
-6.810539709114612,-3.804526004887683,-3.551675800521498,-6.812997604099775,-3.2186715929444953,0,0,0,0,0
