eum/MOHalfCheetahDefault-v5,eum/MOHalfCheetahLight-v5,eum/MOHalfCheetahHeavy-v5,eum/MOHalfCheetahSlippery-v5,eum/MOHalfCheetahHard-v5,EUGR/MOHalfCheetahDefault-v5,EUGR/MOHalfCheetahLight-v5,EUGR/MOHalfCheetahHeavy-v5,EUGR/MOHalfCheetahSlippery-v5,EUGR/MOHalfCheetahHard-v5
8.785056772201333,20.905644763847295,0.9521333011968042,10.26807667887109,2.7864893886410274,0.028910238775171335,0.04943368752635707,0.017831367258929285,0.03856013589390385,0.01960277187925149
