eum/MOHumanoidDefault-v5,eum/MOHumanoidLight-v5,eum/MOHumanoidHeavy-v5,eum/MOHumanoidLowDamping-v5,eum/MOHumanoidHard-v5,EUGR/MOHumanoidDefault-v5,EUGR/MOHumanoidLight-v5,EUGR/MOHumanoidHeavy-v5,EUGR/MOHumanoidLowDamping-v5,EUGR/MOHumanoidHard-v5
187.44000255058953,125.10731268199996,161.3592163895803,167.4610657139643,102.77141987469815,0.7365663874275343,0.3849152082772072,0.9814402246581796,0.6774217900796767,0.515827246680695
