normalized_hypervolume/MOHalfCheetahDefault-v5,normalized_hypervolume/MOHalfCheetahLight-v5,normalized_hypervolume/MOHalfCheetahHeavy-v5,normalized_hypervolume/MOHalfCheetahSlippery-v5,normalized_hypervolume/MOHalfCheetahHard-v5,normalized_eum/MOHalfCheetahDefault-v5,normalized_eum/MOHalfCheetahLight-v5,normalized_eum/MOHalfCheetahHeavy-v5,normalized_eum/MOHalfCheetahSlippery-v5,normalized_eum/MOHalfCheetahHard-v5,NHGR/MOHalfCheetahDefault-v5,NHGR/MOHalfCheetahLight-v5,NHGR/MOHalfCheetahHeavy-v5,NHGR/MOHalfCheetahSlippery-v5,NHGR/MOHalfCheetahHard-v5
0.1195449376100265,0.0715330464387158,0.2088750163306764,0.1523740639441672,0.0745274772583292,0.5694248684791999,0.5321454739544008,0.6306913308856356,0.5399847439584383,0.5163179252113408,0.193174450787717,0.10265456894621826,0.29278279130509294,0.2775779910373145,0.16402358507468076
